,category,text
1020,sport,houllier angry reports critical benitez spaniard took liverpool. houllier told bbc sport: private public stressed believe rafa good job. got good team spirit strong mentally. jose results came chelsea think impact premiership manages team cleverly.
1021,tech,firms want ensures files play hardware thwarts illegal copying. people want portability said peer-to-peer 100% portability.
1022,entertainment,fockers keeps box office lead film comedy meet fockers sequel meet parents topped box office week. ninth jim carrey film hit $100m (£53.2m) mark according exhibitor relations.
1023,sport,bbc sport examines challenges facing radcliffe ahead big race. athlete repercussions terms sponsorship appearance fees self esteem issues. thought t think worse yelling told bbc sport. s wants thinking consequences it. person win marathon lots people successful. radcliffe raced enter unknown 77 days athens marathon. radcliffe concedes probably learn lot bad experiences athens time.
1024,politics,poster shows mr howard hypnotising people pocket watch saying: spend money twice. showed mr howard mr letwin - jewish - flying pigs. mr howard comment anti-semitism claims asked poster monday. concern expressed clearly views board emphasise posters common theme... tories trying you.
1025,sport,women s seed lindsay davenport drew spanish veteran conchita martinez. eighth-seeded american agassi set play qualifier round shake hip injury ruled kooyong classic. american meet rusedski second round seventh seed henman quarter-finals hewitt four. hewitt hoping australian man win event mark edmondson 1976.
1026,sport,falcons 22-6 break tait recently axed england nations outing inspired 27-22 lead. last-gasp touchdown luke narraway pulled visitors level. henry missed conversion gloucester nearly won kiole broke hauled charlton tom may.
1027,business,south yorkshire company led new chief executive gerry spindler said hoped return profit 2006. recent rise coal prices failed benefit company output sold said.
1028,tech,widely expected gamers sneak preview xbox s successor game developers conference (gdc) march. consumer electronics earlier year little mention generation gaming machine. battle rival consoles win gamers hearts thumbs extremely hard-fought. hit games like halo 2 released november helped buoy sales figures.
1029,entertainment,6 000 children voted category chosen fans. appeared playschool 25 years ago obe 2001 services broadcasting.
1030,politics,government facing opposition tory lib dem mps backbenchers prepares final commons debate changes. restrictions liberty use limited circumstances. said meeting tony blair left impression wasn t interested proposals forward .
1031,tech,leading uk video game companies predicted firms close struggled adapt. mr hasson said: years probably lost independent developers. said 150 independent developers left industry likely close. s vital avoid huge teams.
1032,entertainment,film judged artistic merit spends money advertising davey said. dvds sent oscar voters invited screenings.
1033,politics,claims denied foreign secretary jack straw accused tories running scared debate. said uk trying ensure future eu budgets limited 1% europe s economic output spent adds value . government suggested referendum constitution place spring 2006 tories set campaign vote. liberal democrats sir menzies campbell said uk ignore need reform eu common agricultural policy.
1034,entertainment,ann kite told court californian town santa maria hired crisis manage fallout programme aired 2003. jurors saw film pop star held hands alleged victim tuesday. documentary sparked media storm subsequent investigation mr jackson s relationship boy.
